NAME,STATE,Households,Avg household size,High school or more attained,Bachelors or higher,Veterans,Same house 1 year and over,Foreign born persons,Language other than english spoken at home,Mean travel time to work,Median household income,Per capita income,Percentage of individuals below the poverty level,Number of housing units,Number of two-unit structures,Number of three or four unit structures,Number of 5-9 unit structures,Number of 10-19 unit structures,Number of 20+ unit structures,Number of owner-occupied units,Median value of owner-occupied units,Total Population,Female persons,Persons under 5 years,Persons under 18 years,Persons over 65,White only,Black or African american only,Alaskan native or American Indian only,Asian only,Native Hawaiian or Pacific Islander,Two or more races,Hispanic or Latino,White alone not hispanic or latino,ESTAB,EMP,NESTAB,All Firms,Black Owned Firms,American Indian and Alaskan Native Owned Firms,Asian Owned Firms,Native Hawaiian or Pacific Islander Owned Firms,Hispanic Owned Firms,Women Owned Firms,Retail Sales,Accommodation and Food Sales,Population Density,Outcome
Franklin County,Mississippi,3031,2.52,83.8,12.6,7.3,93.7,0.6,0.6,34,39066,22723,19.3,4288,1,1.4,0.5,0,0.2,74.4,81200,7716,51.6,5.6,23.4,19.9,63,35,0.1,0,0,1.9,0,63,114,1048,557,134,0,0,0,0,0,28,32552,284,13.6764162,R
George County,Mississippi,8085,2.9,84.4,14.1,10.4,90.4,1.9,3.5,32.9,47044,22333,17.6,9546,1.9,0.7,0.9,1.1,0.4,82.1,119300,24098,49.6,7.7,26.4,14.8,89.3,7.8,0.4,0.9,0,1.3,2.9,87.2,330,3708,1621,305,0,0,0,0,0,47,262743,26592,51.18070712,R
Greene County,Mississippi,3825,2.5,78.1,11,6.9,85.6,1.2,1.1,32.9,47033,16548,16.5,5225,0.3,0.6,1.1,0.1,1.7,86.1,83100,13619,40.5,5.7,19.4,14.1,72.9,26.2,0.2,0,0,0.7,0.9,72,126,889,759,92,0,0,0,0,0,0,53542,4116,19.06169814,R
Grenada County,Mississippi,8476,2.43,82.9,19.8,6.9,90.1,0.7,2,17.8,39952,24625,24.6,10243,4,4.2,1.1,1.6,1.5,67.8,107800,20927,51.1,6.3,23.9,17.7,54.1,43.9,0.3,0.3,0,0.9,0.9,53.9,537,8357,1466,417,0,0,0,0,0,0,455138,46629,49.17534837,R
Hancock County,Mississippi,21494,2.19,90.4,26,10.2,83.3,2.5,3.1,31.7,54860,32486,13.6,25862,2.4,2.7,3,1.8,1.9,79.8,167700,47339,51.6,5.7,20.3,20.3,87.2,7.8,0.6,1,0,2.9,3.8,84.7,730,8753,3602,639,0,0,36,0,0,101,364450,216932,100.4970673,R
Harrison County,Mississippi,80097,2.51,89,23.7,14.9,79.5,4.1,6.6,23.4,48547,26419,18.2,93678,3,4.6,6.1,5.5,6.1,57.7,157900,206169,50.9,6.5,23.9,15,66.8,25,0.4,2.6,0.1,4.2,5.5,63.4,4217,75059,15852,3160,62,0,196,0,0,535,3124538,1974267,362.7350237,R
Hinds County,Mississippi,88832,2.55,88.2,30.2,6,84.2,1.6,2.7,23.3,45380,24463,20.4,104356,3.1,3.8,9.6,3.5,4.7,57.9,121500,235604,53.3,6.4,24.2,14.3,24.8,73,0.1,0.7,0,0.9,1.5,24.1,5060,97672,19750,4051,313,0,246,0,0,639,3330648,537248,266.5348312,D
Holmes County,Mississippi,6358,2.63,78.6,11.7,3.8,94.2,0.2,0.9,28.9,24074,16898,40.2,8593,0.2,3.4,6.6,0.9,0.5,59,58600,17414,52.1,6.7,25.5,15.2,15.3,83.9,0,0.2,0,0.4,0.5,15.3,236,2097,1155,0,0,0,0,0,0,0,87151,6196,22.47995552,D
Humphreys County,Mississippi,3197,2.54,72.2,14.7,3.8,91.2,0.9,0.7,26,28628,24481,35.8,3816,1.9,3.7,2.8,0.5,1.1,64.3,70500,8198,53,5.7,26.3,16.9,20.4,78.3,0.1,0.2,0.1,0.3,0.9,20.4,131,1454,609,134,0,0,0,0,0,0,48914,4288,19.2681541,D
Issaquena County,Mississippi,462,1.96,66,3.4,3.2,81.2,0,0.2,21.3,28333,19785,28,553,1.3,3.6,13.4,5.2,0,49.1,87500,1223,35,7.5,13.6,22.6,39.7,60,0,0,0,0.1,1,38.9,16,85,69,0,0,0,0,0,0,0,0,0,3.212721145,D
Itawamba County,Mississippi,8525,2.62,79.5,13.9,6.4,90.8,0.1,1.4,25.5,47649,26024,11.2,10311,0.4,0.5,0.6,0.5,1.6,78.5,90700,23396,49.7,5.4,21.7,17.6,91,7.2,0.3,0,0,0.9,1.7,89.9,377,5411,1316,344,0,0,0,0,0,41,164383,0,43.90055047,R
Jackson County,Mississippi,53878,2.63,88.8,22.5,11.2,87.5,3.4,6.6,25.5,53726,28066,15.5,62451,1.6,2.6,4.9,3.7,2.7,71.6,143000,142872,50.7,5.7,23.4,16.1,70.5,21.1,0.5,2.4,0.1,2.5,6.7,67.4,2296,44908,9803,1848,51,0,156,0,0,320,1336192,211328,198.69615,R
Jasper County,Mississippi,6616,2.48,87.8,14.9,7.4,94.5,0.2,0.5,34.3,37877,22252,21.3,8423,0.3,2,0.4,0,0.1,83.6,89300,16454,51.1,6.1,22.6,20.1,44.5,54.3,0,0,0,0.6,0.5,44.5,197,3443,1124,150,0,0,0,0,0,0,74513,5986,24.22659034,D
Jefferson County,Mississippi,2543,2.59,80.4,19.1,7.6,95.7,1.6,1.8,25.5,29524,16602,28,3793,2.1,5.4,0.5,0.2,1.6,71.3,62000,7129,50.8,6,22.1,15.5,13.2,85.8,0.3,0.6,0,0.1,4.3,13,60,499,560,42,0,0,0,0,0,0,13586,0,13.44403668,D
Jefferson Davis County,Mississippi,4615,2.39,84,14.2,5.9,93.5,0.5,0.7,33.7,32214,21205,22.7,5985,0.4,1.4,0.2,0,0,80.3,82400,11182,52.5,5.5,20,22.5,38.1,61.2,0,0.2,0,0.5,0.6,37.6,129,1281,874,148,0,0,0,0,0,0,61241,4646,27.24469991,D
Jones County,Mississippi,24855,2.68,86.6,20.7,6.3,91.7,2.4,4.4,23.8,43391,23355,21.8,29190,1.3,3,2.9,0.8,0.5,73.4,101300,68307,51.3,6.9,25.1,16.8,68.2,29.5,0.3,0.4,0.1,0.9,4.5,64.4,1285,21924,4621,1267,29,0,0,0,0,183,856957,89903,98.00928484,R
Kemper County,Mississippi,3757,2.36,83.3,12.4,4.4,88,0.2,1.6,34.1,30735,19272,27,4770,0.5,6.3,3.2,0.4,0,74.8,78600,9829,50.3,4.5,18.6,20.9,34.1,62,3.5,0.1,0,0.3,0.3,33.8,111,1195,620,84,0,0,0,0,0,0,31798,3548,12.71498842,D
Lafayette County,Mississippi,18585,2.67,92.1,47.1,4.6,77.4,3.8,5.1,22.7,53318,28567,23,26091,4.5,4.7,6.9,6,8.4,60.8,217900,54059,51.6,5.1,18.5,12.6,71.4,23.7,0.3,2.1,0,1.2,2.6,69.9,1299,17960,4729,1033,0,0,0,0,0,196,743654,217227,85.51446957,R
Lamar County,Mississippi,22467,2.77,89.3,33.2,8.4,82.3,2.3,4.2,26,61649,32518,18,24698,4.1,2.3,3.9,5.1,4.3,67.6,174600,62693,52.4,6.4,24.8,13.6,75.7,20.4,0.1,1.4,0,1.6,2.9,73.7,1454,19059,5284,1273,0,0,37,0,0,171,1213105,0,127.534201,R
Lauderdale County,Mississippi,29718,2.43,85.2,21.1,8.5,86.8,1.7,2.9,21.2,42922,24892,22.6,35337,3,6,6.3,2.1,3.4,64.2,103600,75557,51.5,6.1,23.5,17.2,53.6,43.8,0.2,0.7,0,1,2.3,52,1809,29133,5022,1386,0,0,0,0,0,189,1271468,190083,105.3399129,R
Lawrence County,Mississippi,5019,2.51,84.7,17.7,5.7,94.8,0.6,2.4,38.9,36239,23215,19.5,6203,3.3,0.5,1.4,1,0.1,74,104000,12595,50.8,6.2,24.4,17.9,64.7,32.8,0.2,0.3,0,1.1,0.8,64.6,170,1841,807,157,0,0,0,0,0,0,53619,3705,29.22884695,R
Leake County,Mississippi,8113,2.74,80.5,15.9,6,90.7,1.7,7.1,31.6,36708,21050,25,9597,1.2,1.2,3.2,0.6,0.7,72,86200,22791,49.6,5.9,25.9,16.2,49.7,42.3,5.6,0.3,0,0.7,4.7,46.7,320,5000,1322,238,0,0,0,0,0,0,179350,16115,39.09092975,R
Lee County,Mississippi,31866,2.65,85.3,26.9,6.1,89.3,1.8,3.3,20.6,55861,27993,13.6,36949,4.9,2.7,2.8,3.3,5.6,70,140600,85304,52.3,6.8,25.3,14.9,66.3,29.5,0.2,0.9,0.2,1.5,2.8,64.9,2506,47079,6601,2148,52,0,0,0,0,236,1759130,235467,189.8724918,R
Leflore County,Mississippi,9901,2.78,83.2,18.8,2.6,94.1,1.4,2.5,17.4,30077,19672,31.2,13092,6.5,6.9,3.3,1.7,0.8,54.5,86000,28764,52.9,8.1,27.7,14.2,22.2,74.7,0,0.6,0,0.8,2.7,21.8,671,11719,1611,661,0,0,0,0,0,93,396511,69913,47.44018191,D
Lincoln County,Mississippi,13127,2.55,86.5,15.8,4.1,93.1,0.8,1.4,28.5,41355,23586,22,15662,2.1,1.7,1.9,1.1,0.6,75.9,105100,34197,53,6,23.4,17,68.2,31.1,0,0.5,0,0.1,1.2,67.1,809,11030,2696,693,0,0,0,0,0,104,553711,56281,58.26096269,R
Lowndes County,Mississippi,22457,2.54,86.8,24,9.3,87.1,2.7,2.9,20.8,48170,26439,19.6,27411,4.5,3.8,4.8,2.1,1.6,62.2,136300,58896,52.5,6.6,23.7,16,52.3,43.7,0.2,1,0,2.2,2.1,51.1,1431,21376,4054,1271,77,0,46,0,0,151,862070,112158,115.9279,R
Madison County,Mississippi,40179,2.57,91.8,50,5.1,88.9,4.2,6.2,23.1,71621,41224,10.6,43828,1.4,5.3,6.6,4.6,1.9,72.2,224300,105482,52,6.3,25,13.1,56.9,37.9,0.1,2.7,0,1.1,3,55.2,3230,51305,12117,2476,82,0,85,0,0,373,1798882,296116,148.7316531,R
Marion County,Mississippi,9770,2.46,82.3,12.9,6,92,1.3,2.4,36.7,31629,20769,25.3,12102,0.4,2.3,0.7,0.2,2.1,79,94300,24785,51.7,5.7,23.3,18.4,64.9,31.9,0,0.7,0.1,0.7,1.6,64.5,549,7558,1950,406,0,0,0,0,0,66,268243,28582,45.30549049,R
Marshall County,Mississippi,13311,2.51,81.1,13.9,5.8,89.9,1.6,5.9,28.5,43411,22819,21.7,15737,1.2,1.5,2.3,0.2,0.5,74.3,123700,35502,50.6,5.9,21.1,17.4,49.4,47.6,0.1,0,0,1.1,3.8,47.7,442,7297,2983,312,0,0,0,0,0,61,214862,0,49.97839112,D
Monroe County,Mississippi,13482,2.6,82.7,16.3,7.1,93.2,1,1.5,24.8,45018,23793,17.4,16588,5.1,2.3,2.5,0.1,0,75.6,99100,35559,52.4,5.7,22.5,19.7,68.1,30.6,0,0.3,0,0.9,1.3,66.9,594,7422,2052,459,0,0,0,0,0,59,254738,0,46.07571138,R
Montgomery County,Mississippi,4366,2.25,79.7,18.9,7.4,88.7,0.8,1.2,28.1,38022,21912,29.7,5777,2,1.3,0.9,0.6,1.9,67.5,87500,9956,54.1,6.2,22.7,21.6,52,45.4,0,0,0,1.8,0.9,52,197,1951,630,184,0,0,0,0,0,0,123705,0,24.01834486,R
Neshoba County,Mississippi,10495,2.75,81.2,13.6,5.7,89.7,1.8,10.3,26.3,40750,20587,23.6,12578,1.5,0.4,1.9,1,0.7,73,83600,29250,52.2,6.8,27.3,16.3,60.1,21.3,16.6,0.5,0,1.2,2.3,58.1,483,11243,1744,454,0,0,0,0,0,65,280968,398295,51.07217272,R
Newton County,Mississippi,7926,2.59,85,16.5,8.2,91.2,1.3,3.9,27.4,42176,24295,23,9547,1.6,1.8,0.8,0.4,0.3,79,86200,21215,53.1,6.2,24.7,16.2,60.6,30.8,5.3,0.5,0,1.5,2,59.9,317,3314,1366,299,0,0,0,0,0,0,142404,15480,36.37246506,R
Noxubee County,Mississippi,4015,2.58,73.8,11.9,5.2,91.8,1.3,1.1,26,36958,18206,29.1,5294,0.6,1.9,2.9,0,1.8,71.8,67100,10566,54.3,7.4,24.7,16.4,27.1,72.2,0,0.1,0,0.5,1.4,25.7,181,1667,996,210,0,0,0,0,0,0,61593,0,14.98507382,D
Oktibbeha County,Mississippi,18849,2.39,91.2,42.9,4.6,74.6,4,4.8,19,39490,23827,29,22072,7.2,8.9,9.3,7.2,3.2,49.7,165000,49593,50.3,5,17.5,11.4,56.9,37.2,0.1,3.3,0.2,1.9,1.7,56.1,918,13273,3237,838,0,0,51,0,0,0,529412,140726,108.2120171,D
Panola County,Mississippi,12354,2.74,77,16.3,5.3,91.3,1.3,1.5,26.6,37232,22357,19.6,15094,0.5,4.6,1.5,0,0.6,67.9,82700,34079,52,6.8,25,15.9,48.4,48.2,0.4,0.4,0.4,2.1,2,46.8,561,7904,2675,464,0,0,0,0,0,67,408927,47569,49.90257339,R
Pearl River County,Mississippi,21321,2.54,86.7,14.6,9.1,88.4,1.5,2.3,34,51538,25483,14.6,25645,3.4,2.5,2.1,0.3,0.3,78.9,150800,55512,50.6,5.6,22.4,18.9,83.1,12.8,0.7,0.3,0,2.5,3.2,81.1,830,8138,4196,649,0,0,0,0,0,155,656969,55741,68.45154097,R
Perry County,Mississippi,4597,2.58,85,10.2,7.7,88.8,2.1,2.7,30.8,47173,24258,18.7,5688,2.1,1.3,1.5,0,0.1,80.9,108000,11981,50.9,5.1,22.8,18.2,79.1,17.2,0,1.2,0,2.5,1.6,77.6,137,1824,731,133,0,0,0,0,0,0,83837,1989,18.49947675,R
Pike County,Mississippi,14561,2.63,82.5,16,6.9,91,1,2.6,23.5,32726,18679,31.4,18736,2,2.8,2.4,2.8,3.8,68.3,95800,39365,52.8,6.6,25.9,16.8,43.1,54.3,0.5,0.7,0,0.8,1.6,43,922,12970,3153,749,24,0,0,0,0,64,664835,72451,96.05456179,D
Pontotoc County,Mississippi,10823,2.93,77,18.2,7,88.6,3.4,6.5,25.6,48980,22605,15.3,12991,1.7,0.6,0.7,0.3,0.5,73.3,115300,31996,52.2,7.1,26.6,15,76.9,16,0,0,0,1.9,7.1,76.2,498,12937,2250,363,0,0,0,0,0,56,326751,0,64.63711457,R
Prentiss County,Mississippi,9255,2.61,83.6,14,6.2,89.9,2.3,4.2,25.6,40163,21258,20.1,11240,0.9,4.7,1.2,0.4,1.5,73.9,95300,25155,51.5,6.2,22.6,17.7,82.7,9.8,0,2.5,0,4,1.5,81.7,488,5671,1572,441,0,0,0,0,0,44,185788,26373,60.54674164,R
Quitman County,Mississippi,3022,2.27,74.5,11.1,6.1,89.6,0.3,0.4,27.7,24233,15852,33.9,3568,0.1,5.2,6.7,0.4,1.1,59.2,54500,7038,53.3,6.1,23.2,17.4,26.5,72.5,0,0.2,0,0.6,1,25.6,98,570,457,87,0,0,0,0,0,0,18516,2037,16.76988448,D
Rankin County,Mississippi,56640,2.62,89.1,30.3,7.1,85.3,2.7,4.2,25.6,68310,32106,9,61134,1,1.9,3.8,3,1.1,77.7,165200,154119,51.8,5.8,23.1,15.2,74.7,21.4,0.1,1.1,0,1.6,2.7,73.4,3780,57207,13259,3245,0,0,170,0,0,465,2676797,386161,200.2217835,R
Scott County,Mississippi,10228,2.74,77.5,11.3,6,91.6,5.8,10.7,27.5,39971,21357,24.7,11760,0.8,3.3,3.3,0.2,0.3,72.6,78500,28288,49.8,7.1,26.9,15.9,55.9,37.9,0.2,0.3,0,1.5,11.3,49.3,466,10205,1608,460,0,0,0,0,0,56,296112,33258,46.16308177,R
Sharkey County,Mississippi,1757,2.44,80,18.6,3.2,95.3,0,0.2,23.4,35711,20584,24.1,2160,9.3,1.1,3.6,0,0,61.8,63400,4427,53.4,5.3,23.9,17.2,24.7,74.5,0.1,0,0.3,0.4,0.4,24.7,107,749,316,0,0,0,0,0,0,0,30312,0,10.00880141,D
Simpson County,Mississippi,9647,2.71,78.3,17.4,7.1,88.5,0.7,1.4,32.8,43403,24170,19.2,12195,0.8,2,2.1,0.1,0.2,80.1,86600,26818,51.6,5.7,23.8,17.7,61.7,37,0.1,0.5,0,0.6,0.3,61.5,418,5598,1913,391,0,0,0,0,0,81,229492,33211,45.24707109,R
Smith County,Mississippi,5888,2.68,78.8,13,6.1,94.3,1.1,2.6,35.7,44714,24423,16.4,7420,0.9,0.5,1,0.5,0.4,84.7,108300,15919,51.9,5.8,23.1,19.6,74.7,24,0,0.5,0.3,0.4,0.8,73.9,156,2048,989,121,0,0,0,0,0,0,51969,0,25.01462249,R
Stone County,Mississippi,6304,2.77,83.1,15.2,9.7,88.6,0.7,2.6,35.8,47683,24093,17,7530,3.1,0,0.7,0.8,0.8,76.5,124500,18282,49.7,5.3,21.8,16.8,78.3,18,0.1,0,0.1,3.5,2.1,76.4,274,3260,1323,283,0,0,0,0,0,75,194668,21849,41.15965934,R
Sunflower County,Mississippi,8345,2.57,74.9,16.5,3.5,89.5,0.5,1.5,18.8,31515,16437,30.6,9678,3.2,2.4,8.5,0.5,1.8,53.3,86300,25759,47.3,5.5,22.1,13.5,24.4,74,0.2,0,0,0.9,1.9,23.6,411,5554,1510,404,0,0,0,0,0,0,206112,23057,35.98664572,D
Tallahatchie County,Mississippi,4322,2.95,77.1,11.4,5.2,93.6,2,4.7,26.4,30433,17942,26.8,5655,1.1,3.1,0.3,1.4,0.7,63.7,68900,14041,43.3,5.5,19.6,15.2,34.8,59.1,0.1,0.5,0.2,0.7,5,34.6,158,1716,653,0,0,0,0,0,0,0,45757,0,21.40189938,D
Tate County,Mississippi,10553,2.52,86.2,17.2,6.3,89,1.3,2.1,33.8,55738,25245,16.3,11640,3.1,0.4,1,0.2,0.6,77,139300,28419,51.7,6,23.2,16.3,66.5,30.8,0.1,0.2,0.1,1.9,2.7,64.6,387,3927,2178,337,0,0,0,0,0,0,207789,25907,69.96925998,R
Tippah County,Mississippi,7842,2.76,78.3,13.9,4.8,91.6,2.2,3.9,24,37894,18816,21.2,9916,1.4,1.5,1.3,1.2,1.1,69.3,89200,21976,52.3,6.4,24.3,16.3,77.2,16.7,0.1,0.3,0,2.5,4.8,77,366,5969,1432,298,0,0,0,0,0,0,143671,0,48.08632783,R
Tishomingo County,Mississippi,7938,2.41,79.6,11.8,7.5,90.4,1.5,2.3,22.5,38302,21313,20.2,10444,3.2,3.7,1,0.3,2.1,73.1,97000,19396,51.7,5.4,21.5,20.6,93.9,2.8,0.1,0.1,0,3,3.3,92.1,368,4799,1132,355,0,0,0,0,0,0,141483,0,45.68201187,R
Tunica County,Mississippi,3964,2.45,80.8,15.3,6.2,90.8,0.9,1.3,24.7,34485,17197,31.7,4977,4.9,7.8,14.4,9.6,1.6,39,101800,9807,52.9,8.9,29.1,12.1,18.8,80.5,0,0,0,0.5,1,18.6,181,5485,648,199,0,0,0,0,0,0,60772,605084,21.1842105,D
Union County,Mississippi,9849,2.87,77,14,5,90.3,2.8,3.4,24,47317,23050,11.2,12017,2.3,1.6,0.4,0.8,1.8,75.4,112900,28578,51.4,6.8,25,16.6,78.4,16.5,0.2,0.3,0,1.1,4.4,77.9,509,10789,2209,359,0,0,0,0,0,32,286732,43818,69.332279,R
Walthall County,Mississippi,5707,2.5,79,15.5,3.6,91.4,1.1,2.2,31.9,33566,21092,19.3,7303,1.3,0.4,0.1,0.2,0.1,85.2,98100,14423,50.5,5.8,23.1,19.7,53.1,44.9,0,0.1,0,0.6,2.2,52.5,209,2163,1107,175,0,0,0,0,0,0,72988,9348,35.36766887,R
Warren County,Mississippi,18107,2.51,86,23,7.2,89.5,2.1,3.6,21.2,46909,27058,20.8,22086,2.9,3.6,4.9,4.6,2.1,65.9,133100,46030,52.1,6.4,23.9,16.8,47.8,49.2,0.2,0.7,0,1.5,2.1,46.9,978,15353,2843,893,0,0,0,0,0,149,672099,300620,77.10902114,D
Washington County,Mississippi,17882,2.49,81.6,20.5,4.7,88.7,1,3,17.8,32011,22181,30.9,21619,3,3.2,4.5,2.2,4.4,54.6,80600,45072,53.4,7.3,25.7,16.4,25.1,72,0,0.7,0,1.1,1.7,24.7,1069,13135,3164,971,101,0,0,0,0,129,591582,143762,60.51053993,D
Wayne County,Mississippi,7967,2.53,80.4,20.6,4.5,95.5,1.9,3.3,32.2,33612,23892,21.2,9474,0.9,1,0.7,0.9,0,85.1,78300,20344,51.4,6.6,24.9,16.4,57.3,40.7,0,0.2,0,1.3,1.6,57.3,362,4186,1591,399,0,0,0,0,0,0,180149,0,24.89526724,R
Webster County,Mississippi,3699,2.61,84.7,17.9,4.7,90.9,0.4,1.1,31.3,52382,23773,17.9,4867,1.6,1.6,2.1,0.5,1.1,78.5,86600,9727,52.1,6.4,23.6,18,79.3,19.5,0.2,0.3,0,0.2,1.5,78.3,159,1543,821,0,0,0,0,0,0,0,51724,5580,23.00633415,R
Wilkinson County,Mississippi,3345,2.25,77.2,14.2,4.4,92.4,0,0.2,31.1,30760,18074,28.1,5199,0.2,0.6,2.2,0.7,0.8,78.2,70500,8727,46.1,6.2,21.2,17.3,27.8,69.9,0,0.2,0,0.8,0.6,27.7,123,1273,600,120,0,0,0,0,0,0,51053,0,12.72661861,D
Winston County,Mississippi,7100,2.48,84.2,16.1,6.6,83.6,0.5,1.3,24.4,38986,25838,24,8781,2.5,1,0.5,1,0,74.5,96700,18116,51.4,5.2,22.4,20.4,50.3,47.2,1,0,0,1.2,1.3,49.8,378,5290,1310,318,0,0,0,0,0,42,200693,18934,29.5676674,R
Yalobusha County,Mississippi,5111,2.36,84.2,12.2,6.3,88,0.3,2.8,27.2,41440,21069,20.8,6550,3.2,0.9,0.7,0.9,0.2,70.1,85500,12276,52.1,6.2,22.3,20.3,60.1,39,0,0,0,0.7,2.3,58,157,2382,890,101,0,0,0,0,0,0,57974,0,25.91883181,R
Yazoo County,Mississippi,8577,2.69,76.1,11.8,7.2,88.5,3.4,7.3,27.6,32729,17341,32.1,10128,1.6,2.9,6.5,0.4,0.1,59.3,88600,28511,43.5,6.3,23.6,13,37.9,57.5,0.4,0,0,1.7,7.5,34.3,355,4130,1519,422,26,0,0,0,0,61,165261,18317,32.18989242,D
Adair County,Missouri,9078,2.5,91.1,31.2,4.8,78,4.3,5.7,16.6,42301,24509,23,11595,6.1,7.9,3.9,1.2,2,61.6,123500,25468,51.8,6.1,18.7,14.7,90.7,3.7,0.2,2.5,0,2.4,2.5,89.1,565,8133,1560,532,0,0,0,0,0,0,307379,52496,44.67113162,R
Andrew County,Missouri,6799,2.56,92.6,26.6,8.6,93.5,1.6,2.7,23.3,58911,29671,7.8,7337,1.9,2.7,2.1,0,2.1,78.5,150200,17554,50,5.8,23,19.2,95.1,1.1,0.2,0.9,0.5,2.2,2.5,94.2,281,1710,1280,276,0,0,0,0,0,0,146612,4763,40.94017602,R
Atchison County,Missouri,2549,1.99,90.7,22.7,10.1,90.7,0.5,2,19.8,51625,30927,11.2,2947,1.6,7.1,1,0.5,0.5,69.1,90400,5180,50.2,5,19.8,25.5,97.2,0.4,0.9,0.1,0,1.1,1.5,96.3,185,1095,405,174,0,0,0,0,0,0,73394,0,9.397290612,R
Audrain County,Missouri,9349,2.52,86.4,14.3,8.3,85.8,2,4.2,22.9,44699,23810,14.8,10909,4.9,2.1,1.3,0.6,1.1,70.5,89200,25336,53.5,6.3,22.9,17.8,89.6,5.5,0.4,0.1,0.1,3.8,3.2,87.4,513,6385,1394,424,0,0,0,0,0,63,262699,22009,36.67488328,R
Barry County,Missouri,13872,2.55,84.3,15,10.1,87.6,4.9,9,23,45811,26463,18.2,17656,1.8,2.5,1.6,0.1,0.5,74.1,127400,35615,50.3,5.8,22.7,21.2,89.7,0.2,0.8,1.7,0,5.3,9.4,84.4,697,12820,2553,623,0,0,0,0,0,118,397009,35748,45.99687357,R
Barton County,Missouri,4830,2.39,86.5,18.8,6.6,90.8,0.8,2.5,23.6,44510,26112,20.7,5601,0.8,5.3,0.9,0,1.7,68.7,91900,11732,50.7,5.8,23.5,20.8,92.6,0.2,2.3,0,0.1,4.1,2.8,91.9,232,2288,925,257,0,0,0,0,0,0,112630,10966,19.85371802,R
Bates County,Missouri,6565,2.43,87,14.8,8.2,86.7,1.1,1.7,31.9,46733,27020,14.7,7835,0.7,6.6,1.1,0.4,0.2,70.1,119600,16282,50.7,6.1,23.5,19.5,94.6,1.8,0.7,0.3,0.1,1.6,2.4,93.4,342,2717,1208,343,0,0,0,0,0,37,180645,14940,19.32843632,R
Benton County,Missouri,8060,2.36,86.2,14.7,11.8,89.5,1.1,3.2,29.7,41751,27310,18.2,14252,0.6,1.9,0.6,0.4,0.6,83.1,122600,19305,50,4.3,17.3,30.9,95.6,0.4,1.3,0.1,0,2.4,2.1,94.5,376,2259,1569,347,0,0,0,0,0,87,191715,0,27.61622173,R
Bollinger County,Missouri,4426,2.7,83.6,10.8,9.6,86.9,0.3,1.2,33.9,45140,21813,15.7,5877,1.3,0.6,1.6,0.5,0.1,82.6,113600,12181,49.7,5.1,21.7,20,96.7,0.6,0.8,0,0,1.5,1.4,95.5,216,1472,830,0,0,0,0,0,0,43,68196,0,19.63572862,R
Boone County,Missouri,71919,2.37,94.6,47.7,6.4,77.9,6.7,8,18.6,58740,32050,16.9,78373,7.3,6.4,7.1,5.3,7.2,56,198700,179704,51.5,5.8,20.3,12.3,80.4,8.9,0.4,4.4,0.1,4.8,3.5,78.4,4615,78685,12275,3824,73,0,119,0,0,687,3410147,485207,263.2379222,D
Buchanan County,Missouri,33642,2.49,88.8,21.9,8.8,83.3,3.8,6.1,16.8,51933,26854,15.7,38822,4.3,4.9,4.3,2.1,4.7,62.1,126000,87904,49.5,6.3,22.5,16.2,86,4.8,0.4,1.3,0.6,4.8,6.5,82.7,2151,44779,4423,1922,0,0,27,0,0,412,1410983,198323,213.9993114,R
Butler County,Missouri,16358,2.54,84,13,9.9,81.5,1.2,2.1,19.2,42227,22611,21.9,19868,4.2,3.3,3.2,0.6,2,63.9,116400,42570,50.8,6.3,23.7,18.9,89.9,5,0.7,0.9,0.1,3.3,2.2,88.3,1023,14329,2667,944,0,0,0,0,0,0,781854,74870,61.1484321,R
Caldwell County,Missouri,3703,2.4,90.1,15,11.8,87.5,0.9,2.6,33.7,51451,24934,15.5,4694,1.1,4.9,0.3,0.4,0.7,76.1,109700,9052,49.6,5.9,23.6,19.8,95.5,0.6,0.5,0.5,0,2.7,2.4,94.2,148,1274,662,139,0,0,0,0,0,0,101948,0,21.15423587,R
Callaway County,Missouri,16233,2.53,88.2,23.5,9.7,85.9,1.8,1.7,23,59835,26460,9.7,18984,3.7,4.1,2,0.9,0.9,74.6,156900,44944,48.9,5.3,21.2,16.3,91.4,4.2,0.6,0.8,0.4,2,2.1,89.6,729,11873,2527,561,0,0,0,0,0,0,339955,48031,53.6122401,R
Camden County,Missouri,17300,2.61,91.5,22.2,10.7,87.6,2.2,3.9,23.7,53520,30402,14.5,41985,2.1,3.8,3.7,12.6,7.1,81.5,213200,45823,50.4,4.4,17.7,28,95.7,0.8,0.4,0.4,0,1.8,2.8,94,1435,14215,4142,1214,0,0,0,0,0,0,791874,180888,70.58226385,R
Cape Girardeau County,Missouri,30215,2.49,91.6,31.9,7.5,81.2,2.8,3.6,20.3,53776,27483,15.8,34398,3.6,4.6,5.8,3.5,3.3,65.9,162400,78834,51.7,5.7,21.3,16.6,87.3,7.3,0.1,1.8,0.1,3,2.4,85.6,2311,38549,5607,1883,0,0,0,0,0,273,1574181,197147,136.3274061,R
Carroll County,Missouri,3518,2.45,87.6,17.7,6.2,89.1,1.1,4.1,26.8,51414,26629,12.7,4649,2.2,2.3,0.8,1.4,1,72.5,93400,8723,50.6,5.5,22.2,21.7,95.4,1.2,0.1,0.2,0,2.9,1.7,94.4,196,1575,628,223,0,0,0,0,0,29,52929,0,12.49457062,R
