NAME,STATE,Households,Avg household size,High school or more attained,Bachelors or higher,Veterans,Same house 1 year and over,Foreign born persons,Language other than english spoken at home,Mean travel time to work,Median household income,Per capita income,Percentage of individuals below the poverty level,Number of housing units,Number of two-unit structures,Number of three or four unit structures,Number of 5-9 unit structures,Number of 10-19 unit structures,Number of 20+ unit structures,Number of owner-occupied units,Median value of owner-occupied units,Total Population,Female persons,Persons under 5 years,Persons under 18 years,Persons over 65,White only,Black or African american only,Alaskan native or American Indian only,Asian only,Native Hawaiian or Pacific Islander,Two or more races,Hispanic or Latino,White alone not hispanic or latino,ESTAB,EMP,NESTAB,All Firms,Black Owned Firms,American Indian and Alaskan Native Owned Firms,Asian Owned Firms,Native Hawaiian or Pacific Islander Owned Firms,Hispanic Owned Firms,Women Owned Firms,Retail Sales,Accommodation and Food Sales,Population Density,Outcome
Franklin County,Mississippi,3096,2.49,84.2,16.7,8.3,94.3,0.4,0.7,36.2,40081,22769,18.7,4162,1.4,2.5,0.8,0,0,75,74400,7818,51.3,5.8,24.5,18,63.9,35.7,0,0,0,0.4,7818,63.2,122,1175,515,134,0,0,0,0,0,28,32552,284,13.80491698,R
George County,Mississippi,7410,3.08,80.3,13.1,6.6,89.6,1.9,3.9,36.8,47313,20640,17.9,9364,1.8,1.2,0.7,0,0,85.9,97700,23313,49.7,7.6,26.4,14.1,89.4,7,0.2,1.2,0,1.3,23313,87.9,313,3668,1380,305,0,0,0,0,0,47,262743,26592,49.4990419,R
Greene County,Mississippi,4164,2.55,75.2,7.8,7.6,82.9,0.5,0.9,38.2,40069,15659,18,5132,0.4,1.1,0.8,0.3,0.7,83.2,88300,13941,41.3,5.2,20.5,12,72.7,25.6,0.3,0,0,1.4,13941,71.8,114,807,660,92,0,0,0,0,0,0,53542,4116,18.81144052,R
Grenada County,Mississippi,7508,2.82,77.3,16.8,8,86.2,0.1,0.3,18.3,33026,20562,24.1,10186,3.4,3.1,3,1.9,1.1,70.9,94900,21518,52.2,6.3,23.8,16.5,55.4,43.8,0.3,0,0,0.5,21518,55.3,550,7652,1381,417,0,0,0,0,0,0,455138,46629,50.40189621,R
Hancock County,Mississippi,18782,2.43,84.3,20.9,12,85.1,2.1,4.6,28.9,46542,23221,18.5,23623,2.7,3.7,4.9,1.9,1.7,72.8,129900,46028,51.3,5.5,22.5,17.4,87.1,9.6,0,0.2,0,1.8,46028,85.2,717,9489,3416,639,0,0,36,0,0,101,364450,216932,98.72271912,R
Harrison County,Mississippi,76660,2.53,86.4,21.5,15.2,78.7,4.4,6.9,22.3,43095,22517,21,89738,2.8,3.9,6.5,5.1,7.6,56,138400,198570,50.6,7,24.3,13.3,68.9,23.8,0.5,2.9,0,2.7,198570,64.9,4192,73655,14780,3160,62,0,196,0,0,535,3124538,1974267,354.0517338,R
Hinds County,Mississippi,89335,2.65,86.3,28,6.8,85.2,1.9,3,22.6,38773,21672,25.5,104254,2.9,3.9,9.5,3.6,4.1,59.2,107300,244596,53.3,6.7,25,12.1,26.3,71.3,0.1,0.8,0,0.6,244596,25.7,5257,98678,20633,4051,313,0,246,0,0,639,3330648,537248,277.350042,D
Holmes County,Mississippi,6314,2.83,74.4,11.6,3.5,94.1,0.2,0.6,26.8,20800,12408,45,8418,0.6,2.6,5,0.3,0.4,62.2,51800,18547,52.4,7.3,27,13.6,16,83,0.1,0.3,0,0.5,18547,15.7,237,1981,1168,0,0,0,0,0,0,0,87151,6196,23.78699116,D
Humphreys County,Mississippi,3058,2.86,65.3,13.9,4.8,92.3,1.3,1.5,20.6,23442,13977,42.5,3828,2.5,3.2,4.5,0.5,0.7,56.6,61500,8822,52.7,7.1,27.5,14.1,21.9,75.9,0.1,0.1,0,1.1,8822,21.5,136,1600,589,134,0,0,0,0,0,0,48914,4288,20.3409965,D
Issaquena County,Mississippi,478,2.22,66.5,9,5.1,78.9,0.4,0.6,21,24306,17282,40.4,555,0,0,10.3,2.5,0,53.3,57400,1352,38.5,7,15.4,18.6,39.2,60.2,0,0,0,0,1352,39.2,9,57,76,0,0,0,0,0,0,0,0,0,3.132826737,D
Itawamba County,Mississippi,8858,2.53,75.8,13.1,7.4,86.2,0.7,2,24.6,35380,19707,20.2,10163,0.4,1.6,1.3,0.3,0.5,75.5,84400,23511,50.5,5.4,22.3,16.9,91.4,6.8,0,0.2,0,0.9,23511,90.9,368,5512,1342,344,0,0,0,0,0,41,164383,0,44.16166855,R
Jackson County,Mississippi,50365,2.77,87.7,20.5,12.2,87.4,3.5,6.4,23.8,49158,24350,15.6,61136,1.5,2.8,5.9,3.5,2,70.2,120800,140850,50.9,6,24.3,14.1,71.9,21.7,0.4,2.2,0,2.2,140850,68.7,2266,46761,9113,1848,51,0,156,0,0,320,1336192,211328,195.4214396,R
Jasper County,Mississippi,6771,2.43,83.2,13.7,9.2,92.5,0.3,0.8,31,34993,19363,22.1,8222,0.3,2.6,0.2,0.1,0.2,83.4,65500,16538,51.4,6.4,23.2,18.2,45.8,53.6,0,0,0,0.5,16538,45.6,204,2931,966,150,0,0,0,0,0,0,74513,5986,24.51499388,D
Jefferson County,Mississippi,2457,2.88,78.5,17.8,6.4,97.4,0.6,1,24.8,23773,13703,39.7,3681,3.3,5.5,0.5,1.8,0.2,58.8,59900,7528,50.4,7.9,23.4,13.9,13.3,86.2,0,0.5,0,0,7528,13.2,53,630,538,42,0,0,0,0,0,0,13586,0,14.03449716,D
Jefferson Davis County,Mississippi,4903,2.37,79.8,14.6,7.9,89.6,0.2,0.7,32.6,26429,16859,34.7,5881,0.5,2,1.9,0.1,0,77.2,81400,11771,51.5,6,21.1,19.4,38.3,61.2,0,0,0,0.2,11771,38.2,152,1267,911,148,0,0,0,0,0,0,61241,4646,27.87391341,D
Jones County,Mississippi,24870,2.67,80.5,18.7,7.7,92.1,2.7,4.2,21.6,37846,20957,23.7,28613,1.3,2.3,4.9,1.3,0.6,72.9,85400,68313,51.4,7.1,25.5,15.3,69,29,0.3,0.6,0,0.8,68313,65,1304,24855,4482,1267,29,0,0,0,0,183,856957,89903,97.80032989,R
Kemper County,Mississippi,3552,2.58,77.8,11.4,6.3,89.8,0,3.1,30.3,29925,14715,29.9,4735,1.1,2.2,2.4,0,0.6,78.5,63400,10128,51.3,4.7,21,17,35.5,60.3,3.7,0,0,0.5,10128,34,122,1540,547,84,0,0,0,0,0,0,31798,3548,12.91598521,D
Lafayette County,Mississippi,18788,2.5,89.4,39.7,5,73.8,3,5.4,18.1,43162,23833,25.3,23993,5,4.7,6.6,4.2,4.4,58.1,163500,52193,51.4,5.1,18.1,11.2,72.2,24,0.1,1.9,0.1,1.2,52193,70.6,1214,17020,4402,1033,0,0,0,0,0,196,743654,217227,85.15826579,R
Lamar County,Mississippi,21800,2.72,92.1,36.8,8.1,79.6,2.9,3.8,25.8,53888,28101,16.1,24251,4.3,3.4,4.9,5.1,3.2,66.8,169500,59623,51.9,6.5,25.5,11.5,76.2,19.9,0.1,1.4,0,1.3,59623,74.8,1334,17205,4578,1273,0,0,37,0,0,171,1213105,0,122.5371471,R
Lauderdale County,Mississippi,29689,2.56,86.2,19.2,9.4,84.2,1.8,3.3,19.9,38399,21575,23.1,34943,3.5,5.5,5.6,1.5,2.9,64.5,87800,79233,51.5,6.3,24.1,15.1,54.4,42.5,0.1,0.8,0,1.4,79233,53.2,1919,29940,5084,1386,0,0,0,0,0,189,1271468,190083,110.5020121,R
Lawrence County,Mississippi,4859,2.59,79.3,13.6,6.6,92.5,0,0.5,36.6,38155,20700,21.7,6034,1.4,1.1,1.4,0,0.1,79.2,90100,12603,51,6.5,24.5,16,66,33,0,0,0,0.7,12603,65.5,161,1792,750,157,0,0,0,0,0,0,53619,3705,29.60285852,R
Leake County,Mississippi,8259,2.69,76.7,12.3,5.8,89.1,1.7,6.8,30.9,32657,18178,27.1,9421,1.4,1.3,0.8,0.8,0.4,73.9,78200,23011,50.1,6.8,28.3,14.2,51.7,41.8,5.8,0.3,0,0.3,23011,47.7,280,4122,1224,238,0,0,0,0,0,0,179350,16115,38.79921561,R
Lee County,Mississippi,32591,2.59,83.4,23.1,7.8,84.6,1.8,4.1,19.7,43224,22741,18.5,36238,4.1,3.3,4.5,3.4,2.6,67.6,120400,85281,52.1,6.9,25.9,14.2,68.5,28.5,0.2,0.8,0,1.2,85281,66.8,2435,47530,6255,2148,52,0,0,0,0,236,1759130,235467,189.7562133,R
Leflore County,Mississippi,10671,2.72,77.5,18.8,3.8,90.5,1.9,3.4,16.5,25356,15370,40.4,13165,5.6,5.9,6.8,1.8,0.7,50.6,73600,30500,53.7,7.7,27.7,12.8,24.6,72.8,0,0.8,0,0.6,30500,23.4,704,12407,1520,661,0,0,0,0,0,93,396511,69913,50.31689688,D
Lincoln County,Mississippi,12936,2.63,85.9,14.8,6.2,92,0.3,1.5,31.1,36250,19418,25.5,15276,1.7,1.2,1.6,1,0.3,74.2,91400,34691,52.1,6.7,24.8,15.6,68.2,30.8,0,0.7,0,0.3,34691,67.2,802,10751,2516,693,0,0,0,0,0,104,553711,56281,58.90045547,R
Lowndes County,Mississippi,22821,2.55,84.1,22.4,11.1,84.4,2.7,5.1,20.9,41219,22143,21.9,26981,3.1,4,5.7,2.5,2.1,61.2,118800,59785,52.2,6.5,23.9,14.2,53.9,43.5,0.2,0.9,0,1,59785,52.5,1496,21599,3931,1271,77,0,46,0,0,151,862070,112158,117.9215882,R
Madison County,Mississippi,37415,2.67,90.3,45.7,6.7,87.4,3.9,5.4,22.3,65924,35435,12.7,41072,0.9,4,7,4.3,2.3,71.4,208800,101791,52.2,6.5,25.6,12.5,56.8,38.2,0.2,2.4,0,0.6,101791,55.9,3011,51000,11167,2476,82,0,85,0,0,373,1798882,296116,147.1542419,R
Marion County,Mississippi,9659,2.6,77.8,12.7,7.2,87.3,0.9,1.6,31.9,30914,19707,27.3,11846,0.6,1.4,0.5,0.9,0.5,76.4,76400,25810,51.4,6.3,23.9,16.5,65.8,32.2,0.2,0.4,0,0.6,25810,65.1,561,6887,1947,406,0,0,0,0,0,66,268243,28582,46.55552577,R
Marshall County,Mississippi,13213,2.59,78.5,13,6.2,90.5,1.3,3,29.5,40598,19104,18.2,15055,1.5,0.9,3.2,0.3,0.2,76.5,93100,36196,50.8,6.1,22.2,15.1,49.2,47.8,0.1,0.1,0,1.1,36196,47.9,414,6970,2789,312,0,0,0,0,0,61,214862,0,50.696925,D
Monroe County,Mississippi,13949,2.55,78.6,15.6,8.1,89.1,0.4,1.3,25.2,37345,19905,20.6,16445,2.7,1.6,1.7,0.4,0.1,75.7,82000,36029,52.3,6,23.4,17.6,68,30.5,0,0.1,0,1.3,36029,67.1,625,7557,1965,459,0,0,0,0,0,59,254738,0,46.88713094,R
Montgomery County,Mississippi,4351,2.35,74.9,18.3,6.7,90.4,0.3,0.5,27.1,31207,19706,28.5,5424,3.6,1.6,0.8,0.5,0.1,77.2,76400,10353,52.5,6,23.1,18.9,53.7,44.8,0,0.3,0,1.3,10353,52.3,205,2400,598,184,0,0,0,0,0,0,123705,0,25.03068078,R
Neshoba County,Mississippi,10777,2.7,78.6,14.4,6.5,87.4,1.3,8.7,24.7,35991,19030,22.3,12360,0.4,1,2.4,0.5,0.7,72.5,79700,29474,52.1,7.1,28.3,14.7,60.1,21.3,16.2,0.4,0,1.8,29474,59.1,498,7954,1834,454,0,0,0,0,0,65,280968,398295,51.57205497,R
Newton County,Mississippi,7984,2.62,83.5,15.8,9.5,91.5,0.9,4.3,25.1,35527,20896,23.3,9364,1.7,1.7,1.2,0.7,1.2,76.8,80400,21652,53,6.6,25.4,16.2,63.3,30.3,4.8,0.2,0,1.2,21652,62,332,3734,1297,299,0,0,0,0,0,0,142404,15480,37.30695622,R
Noxubee County,Mississippi,4012,2.72,69,14.5,4.2,88.6,1.9,4.3,26,31472,16108,32.4,5162,1.3,1.7,2.5,0.2,1.4,71,67700,11098,52.6,6.9,25.6,15.4,30.1,69.2,0.5,0,0,0,11098,26.3,175,1767,849,210,0,0,0,0,0,0,61593,0,15.87839573,D
Oktibbeha County,Mississippi,17109,2.57,86.8,42,5.1,72.3,4.1,5.7,18.4,33431,20128,32.6,21372,8.2,7.4,10.8,9.2,2,52.1,148900,49424,49.7,5.2,17.6,10.1,58,37,0.1,3,0,1.4,49424,57,881,12825,3106,838,0,0,51,0,0,0,529412,140726,108.7565136,D
Panola County,Mississippi,12184,2.8,79.7,15.6,5.8,89.7,0.8,1.7,24.2,37556,20098,22.4,14736,1.5,3.8,2.2,0.1,0.8,73.2,75300,34319,51.7,7.4,25.9,14.2,48.5,50.3,0,0,0,1,34319,47.5,590,7850,2635,464,0,0,0,0,0,67,408927,47569,49.86403431,R
Pearl River County,Mississippi,20494,2.61,83.6,14.2,10.3,86.4,1.6,2.3,34,41598,20653,20.3,24571,3.2,2,1.9,0.8,0.4,76.8,120300,55167,50.5,5.8,23.2,17.2,84.3,13,0.2,0.3,0,1.5,55167,82,802,7873,4059,649,0,0,0,0,0,155,656969,55741,68.20938317,R
Perry County,Mississippi,4431,2.72,80.7,9,9.3,88.8,0.2,0.6,30.3,34774,18188,19.7,5526,0.9,1.3,1.1,0,0.3,81.8,76700,12174,51.3,6.2,23.6,17.3,78.9,20,0,0.1,0,0.9,12174,77.6,142,1633,744,133,0,0,0,0,0,0,83837,1989,18.9197439,R
Pike County,Mississippi,14717,2.65,79.3,15.7,7.3,87.5,0.8,3.4,24.6,31511,17316,31.7,17946,3.6,3.2,2.9,0.8,0.9,68.1,87600,39939,52.6,7.1,26.7,15.5,44.8,53,0.4,0.5,0,0.6,39939,44.4,942,13065,3258,749,24,0,0,0,0,64,664835,72451,96.98117271,R
Pontotoc County,Mississippi,10801,2.83,76.7,14.7,6.6,83.9,2.5,5.8,23.7,39869,19743,18,12553,1.9,1,1.1,0.2,0.1,73,87800,30862,50.1,6.9,26.9,14.2,80.6,15.1,0.1,0.3,0,1.3,30862,77.4,493,11635,1996,363,0,0,0,0,0,56,326751,0,63.38639653,R
Prentiss County,Mississippi,9572,2.54,76.4,12,6.3,85.7,0.7,1.7,25,33509,18313,22.7,11081,1.8,3.3,1.6,0.8,0.8,71.9,82200,25339,51.2,6.3,23.1,16.9,83.9,13.4,0,0.2,0,1.8,25339,83.3,486,5805,1574,441,0,0,0,0,0,44,185788,26373,60.86161848,R
Quitman County,Mississippi,3047,2.45,67.6,12.9,6.8,86.8,0.9,2.8,24.8,24835,14928,37.8,3593,1,4.8,5.2,0.1,0,66.5,52700,7634,51.9,6.7,25,15.2,28.5,70.5,0,0.1,0,0.6,7634,27.8,104,756,537,87,0,0,0,0,0,0,18516,2037,18.1451531,D
Rankin County,Mississippi,54377,2.61,90,29.6,7.9,84,2.3,4.2,25.7,59370,27822,9.6,58219,1,2.5,5,3.4,1.2,74.3,157000,147930,51.7,6.4,24.4,13.2,77.1,19.9,0.1,1.1,0,1.1,147930,75.2,3644,55571,12612,3245,0,0,170,0,0,465,2676797,386161,193.7381938,R
Scott County,Mississippi,9848,2.84,72.8,11.8,5.7,87.4,6.9,10,25.1,32615,17203,26.5,11476,0.3,3.9,1.4,0.7,0.8,72.2,69600,28268,51.5,7.7,26.7,13.6,58,37.8,0.8,1.1,0,0,28268,50.1,475,10502,1603,460,0,0,0,0,0,56,296112,33258,46.29931894,R
Sharkey County,Mississippi,1804,2.51,74.7,19,5.7,88,0.8,0.6,21,28878,15430,31.4,2118,4.1,2.5,3.9,0.2,0.1,57.8,52600,4662,53.9,5.7,25.1,15,25.5,73.8,0.1,0.4,0,0,4662,25.5,124,771,377,0,0,0,0,0,0,0,30312,0,10.54387064,D
Simpson County,Mississippi,9418,2.82,80.4,12.8,7.4,87.5,0.8,1.9,33.7,37285,18495,27.4,11951,0.4,2.7,1.9,0.3,0.4,79.4,84100,27279,51.2,6.2,25.2,15.7,62.7,35.4,0.4,0,0,1.1,27279,61.6,414,5670,1835,391,0,0,0,0,0,81,229492,33211,45.67818907,R
Smith County,Mississippi,5895,2.72,81.3,11.9,7.7,93.9,0.2,0.5,30.5,33696,22129,22.7,7252,1,0.8,0.2,0.4,0.3,77.1,77800,16137,52.1,6.1,24.2,17.2,74.8,24.8,0,0.1,0,0.2,16137,74.6,171,2300,968,121,0,0,0,0,0,0,51969,0,25.0036209,R
Stone County,Mississippi,5805,2.98,82.8,14,10.6,91.8,1,1.2,29.8,44995,19588,20.3,7243,2.7,0.9,1.1,0,0.4,77.6,112900,17995,48.9,5,22.6,13.8,78.7,19.5,0.7,0.1,0,1,17995,77,270,3088,1231,283,0,0,0,0,0,75,194668,21849,40.4323617,R
Sunflower County,Mississippi,8507,2.76,72.5,14.1,5.1,86.3,0.6,1.4,18.2,27126,14111,34.6,9700,2.7,3,8,1.7,1.1,56.6,71100,27424,47.7,6.3,23.5,11.6,25.2,73.8,0.2,0.1,0,0.4,27424,24.4,439,5439,1785,404,0,0,0,0,0,0,206112,23057,37.84545417,D
Tallahatchie County,Mississippi,4313,2.48,67.3,8.9,4.9,87.5,5.3,12.8,24.1,29837,12747,28.2,5535,0.2,3,0.4,0,1.7,75.8,61500,14776,40.9,5.4,20.7,13.4,37.7,46.6,0.5,1.4,0.2,0.4,14776,35.8,173,1814,772,0,0,0,0,0,0,0,45757,0,22.30870469,D
Tate County,Mississippi,9919,2.68,79.8,16.2,7.1,87.8,1.7,2.8,30.2,43883,20948,15.7,11150,4.7,0.7,2.1,0.5,1,74.3,110000,28338,51.1,6,24.4,14.6,67,30.6,0.1,0.3,0,1.6,28338,65,378,3923,2105,337,0,0,0,0,0,0,207789,25907,69.67291183,R
Tippah County,Mississippi,8400,2.59,77.2,13.6,5.7,88.9,2.6,4.4,24.5,37109,19453,23.5,9731,1.5,1.3,1.3,0.3,0.3,75.5,82700,22061,51,6.1,24.8,16,80.8,17,0.1,0.3,0.1,1.1,22061,77.5,356,5280,1454,298,0,0,0,0,0,0,143671,0,48.46975968,R
Tishomingo County,Mississippi,7768,2.48,78.5,10.9,8.3,85.1,1.6,2.9,22.3,35364,18790,18.6,10312,3,2.1,0.8,0.5,1.5,75,79300,19503,51.5,5.2,22.2,19.5,94.9,2.4,0.4,0.1,0,0.9,19503,93.6,358,5003,1151,355,0,0,0,0,0,0,141483,0,45.93653105,R
Tunica County,Mississippi,3999,2.57,78.1,19,6.1,84.4,1.8,3.3,20.6,31918,16950,28.4,4825,0.9,8.4,14.7,11,2.9,39.5,87500,10407,53.8,8.9,29.9,10.5,19.8,77.4,0,0.5,0,0.3,10407,19.8,204,7319,705,199,0,0,0,0,0,0,60772,605084,22.50839295,D
Union County,Mississippi,10298,2.69,76.4,15.5,6.5,87.3,2.7,4.1,23.3,37898,19723,19.1,11731,1.4,2.1,1.8,0.4,1.4,71.7,86700,27989,51.2,6.6,25.4,15.7,82.2,14.6,0.2,0.8,0.1,1.7,27989,78.8,507,9608,2008,359,0,0,0,0,0,32,286732,43818,68.12076453,R
Walthall County,Mississippi,5879,2.5,77.3,9.7,6.8,90.2,0.5,1.2,36.7,30571,18255,25.9,7135,0.7,0.2,0.3,0.1,0,85.5,93300,14812,51,6.1,24.5,17.8,53.1,45.8,0,0.3,0,0.6,14812,52.7,214,1911,1121,175,0,0,0,0,0,0,72988,9348,36.14255913,R
Warren County,Mississippi,18476,2.56,86.7,23.6,7.3,92.1,1.7,2.5,18.2,40475,22110,23.7,21868,2.6,2.4,6.2,4.9,2.5,63.1,109500,47834,52.5,6.4,25.1,14.6,49.1,48.3,0.1,0.8,0,1.1,47834,48,1013,16058,2998,893,0,0,0,0,0,149,672099,300620,80.09998453,R
Washington County,Mississippi,18148,2.66,76.9,18.5,6.2,86.7,1.1,2.3,16.6,28452,17800,34.9,21618,5.5,4.6,4.4,2,2.1,55.6,73000,48824,53.1,7.7,26.6,13.6,26.4,71.7,0.1,0.6,0,0.7,48824,25.8,1136,14338,3366,971,101,0,0,0,0,129,591582,143762,65.16950855,D
Wayne County,Mississippi,7496,2.72,75.6,11.6,6.4,94.6,0.2,1.5,29.6,34458,20460,25.5,9216,1.5,0.9,1.7,1.8,0.1,81.7,74000,20517,51.9,6.8,25.3,15.7,59,39.4,0.3,0.4,0,0.7,20517,58.3,373,4226,1435,399,0,0,0,0,0,0,180149,0,25.26161017,R
Webster County,Mississippi,3950,2.49,85.2,18.5,8,87.7,0.6,0.9,27.3,37083,20722,21.5,4807,3,2.6,2.8,0,0.2,72.6,79900,9922,50.9,5.9,24.1,16.5,79.1,19.2,0.2,0.2,0,1.1,9922,78,155,1363,810,0,0,0,0,0,0,0,51724,5580,23.20296443,R
Wilkinson County,Mississippi,2877,2.85,69.4,13,3.7,92.4,0,0.4,39.1,25846,14183,35.6,5044,0.5,2.1,0.9,0.3,0.3,80.5,61900,9233,47.1,5.2,22,15.5,28,71.5,0,0,0,0.1,9233,28,134,1359,579,120,0,0,0,0,0,0,51053,0,13.34156629,D
Winston County,Mississippi,7634,2.36,78,17.3,6.9,87.3,0.4,0.8,27.8,32820,21943,28.3,8769,2.6,2.8,1.9,0.1,0.5,68,80400,18519,51.2,5.8,23.7,17.7,51.2,47.9,0.5,0,0,0.1,18519,50.5,378,4990,1294,318,0,0,0,0,0,42,200693,18934,29.90645681,R
Yalobusha County,Mississippi,5146,2.37,78.4,13.6,7.7,90.6,0.4,1.1,25.9,34749,18802,21.6,6375,3.3,2,0.9,1.2,0.6,74.4,72300,12380,52,6.3,23.3,18.3,58.7,39.9,0.4,0.2,0,0.3,12380,58.4,182,2429,816,101,0,0,0,0,0,0,57974,0,26.69713018,R
Yazoo County,Mississippi,8754,2.72,76.6,12.9,6.7,87.3,3,4.9,27.7,27560,16756,34.5,10063,1.9,4,9.1,0.1,0.3,60.3,72100,27719,44.8,6.5,24.3,12.5,37.9,59.1,0.3,0.5,0,1.2,27719,36,386,4116,1593,422,26,0,0,0,0,61,165261,18317,29.56541169,D
Adair County,Missouri,9462,2.41,89.9,30.5,7.4,71,3.3,5.6,17.7,37967,19804,26,11343,6,9.2,6.2,1.5,2.9,59,112100,25547,52.9,4.8,18.5,14,92.6,2.2,0.2,2,0.4,2.2,25547,90.8,630,7929,1524,532,0,0,0,0,0,0,307379,52496,44.69933435,R
Andrew County,Missouri,6837,2.51,90.6,24,10,89.8,0.8,1.7,22.1,54804,26661,9.2,7289,2.9,3.8,0.9,1.1,0.8,77.1,131800,17347,50.6,5.4,23,17.4,96.2,1.5,0.4,0.4,0.2,1.1,17347,95.1,314,1758,1237,276,0,0,0,0,0,0,146612,4763,40.09675194,R
Atchison County,Missouri,2494,2.11,90,22.3,11.5,87.7,0.5,1.4,17.6,43438,26710,12,2963,1.2,5.4,0.9,0.6,1.2,69.3,81700,5380,50.6,5.2,19.3,24.4,97.8,0.5,0.3,0.4,0,1,5380,96.7,202,1296,421,174,0,0,0,0,0,0,73394,0,9.671370641,R
Audrain County,Missouri,9255,2.58,84.5,12.6,9.3,83.1,1.3,3.5,20.7,41930,19692,17.7,10795,5.8,3.1,2.4,1.4,0.2,68.6,93400,25868,54.7,6.2,23.2,16.9,89.1,5.9,0.2,0.3,0,3.5,25868,87.2,545,6998,1377,424,0,0,0,0,0,63,262699,22009,37.58983826,R
Barry County,Missouri,13248,2.67,82,12.8,11.6,82.4,5.2,8.8,22.6,37869,19431,22.3,17414,1.4,2.4,1.8,0.2,0.4,74.9,112900,35716,49.7,5.8,22.9,19.7,93,0.2,0.5,1.5,0,2.3,35716,87,738,14648,2293,623,0,0,0,0,0,118,397009,35748,45.91324294,R
Barton County,Missouri,4910,2.43,86.4,15.2,9.9,88.9,1.7,3.4,22.1,38877,22513,22.9,5576,0.9,7.3,1,1,0.4,68.4,94900,12075,50.4,5.8,24.8,18.7,94,0.2,1.8,0.6,0,2.3,12075,93,264,2667,917,257,0,0,0,0,0,0,112630,10966,20.11755492,R
Bates County,Missouri,6617,2.45,85.3,13.8,8.7,85.8,0.8,1.4,30.5,41520,22250,16.3,7827,1.2,5.2,0,0.8,0.3,70.7,107500,16513,51,5.6,24.3,18.9,95.6,1,0.6,0.2,0.1,1.8,16513,94.8,365,2773,1213,343,0,0,0,0,0,37,180645,14940,19.62139521,R
Benton County,Missouri,8128,2.29,85.2,10.6,15.6,84.4,0.7,2.1,26,33428,19487,19.3,14042,0.7,2,0.7,0.4,0.2,81.6,110000,18825,50.4,3.9,17.7,28.1,96.9,0.4,0.3,0.2,0,1.9,18825,95.3,383,2254,1425,347,0,0,0,0,0,87,191715,0,26.7582996,R
Bollinger County,Missouri,4805,2.51,78.8,9.4,8.8,88.9,0.3,1,32.4,39493,19987,23.7,5832,0.6,1.6,0.5,0.5,0.4,81,94400,12282,49.7,5.5,22.2,17.8,97.8,0.3,0.8,0.3,0,0.9,12282,96.7,215,1443,733,0,0,0,0,0,0,43,68196,0,19.50461167,R
Boone County,Missouri,67833,2.41,93.7,46.8,6.6,75.2,6.3,7.8,17.7,50813,27689,19.3,73275,8.1,6,7.6,5.1,4.9,54.6,171400,172773,51.5,6,20.5,10.5,81.8,8.2,0.2,4.2,0.1,4.5,172773,79.9,4671,77527,11783,3824,73,0,119,0,0,687,3410147,485207,257.5925243,D
Buchanan County,Missouri,33330,2.56,87.2,20.5,9.6,80.7,3.8,5.9,17.3,46680,23189,18.4,38470,5.1,3.9,4.2,2.6,5.2,63,112400,89415,49.7,6.4,23,14.6,88.8,5.1,0.3,1,0.1,3.8,89415,84.4,2284,44180,4050,1922,0,0,27,0,0,412,1410983,198323,217.9714769,R
Butler County,Missouri,16616,2.52,83.2,15.6,11.2,83.9,1.4,2.3,17.1,36302,20042,21.6,19661,4,3.2,3.4,0.7,1.7,64,97200,42887,51.7,6.3,23.4,17.4,90.6,5.3,0.5,0.7,0,2.5,42887,89.2,1242,15479,2529,944,0,0,0,0,0,0,781854,74870,61.52424339,R
Caldwell County,Missouri,3738,2.37,90,17.9,13.3,85.9,1,1.4,32.2,44722,23273,13.2,4605,0.8,5,0.8,0.2,0.2,74.9,99100,9057,49.1,5.3,24.2,18.8,96.2,0.8,0.4,0.2,0,1.9,9057,94.9,143,1118,632,139,0,0,0,0,0,0,101948,0,21.25273657,R
Callaway County,Missouri,16018,2.54,85.7,20.5,10.1,83.5,1.7,2.3,23.2,50362,23475,13.1,18554,4.3,4.3,2.4,1,0.7,72.1,124900,44693,48.9,5.6,21.6,14.3,91.7,3.8,0.3,0.9,0,2.9,44693,90.3,738,12098,2474,561,0,0,0,0,0,0,339955,48031,54.01293856,R
Camden County,Missouri,16389,2.66,88.2,21.3,12.7,85.6,2.2,3.2,21.6,46747,24484,18.2,41296,2.2,5.1,5.7,9.8,7.3,77.6,171700,44152,50.4,4.6,18.6,24.8,96.5,0.7,0.5,0.6,0,1,44152,94.6,1442,13229,3845,1214,0,0,0,0,0,0,791874,180888,67.83092806,R
Cape Girardeau County,Missouri,29831,2.5,90.2,29.9,8.7,80.1,2.6,3.3,18.9,48458,25348,17.7,33025,3.4,4.3,6.5,3.7,2.8,64.8,147400,78089,51.6,5.8,21.4,15.5,88.1,7.7,0.3,1.4,0,2.1,78089,86.7,2446,38503,5281,1883,0,0,0,0,0,273,1574181,197147,136.4014679,R
Carroll County,Missouri,3703,2.4,85.9,17.3,10.6,86.5,0.9,2.6,24.2,41537,24484,18.5,4610,1.3,1.9,2.5,0.3,0.8,74.4,79900,9009,51.5,6,22.9,20.5,96.1,0.9,0,0.3,0,2.3,9009,95,223,1636,635,223,0,0,0,0,0,29,52929,0,12.83144546,R
Carter County,Missouri,2480,2.5,79.9,12.1,10.3,86.3,0.2,1.8,22.7,37162,21296,20.6,3225,1.3,2,1.5,0,0.5,70.1,95600,6249,52,5.6,24.2,18.1,95.5,0.1,1.7,0,0,2.5,6249,94.5,182,1006,524,117,0,0,0,0,0,43,28653,5936,12.15708636,R
